y,x1,x2,x3,x4,x5,x6
-0.38785,-0.016124,0.44013,0.027995,-0.36843,-0.10259,0.42817
-0.93754,0.015575,-0.181,-0.034032,0.48557,0.014956,-0.066017
0.42174,0.036234,0.023157,-0.014722,-0.16378,-0.012623,0.41506
-1.6676,-0.045416,-0.17745,-0.0029251,-0.013458,-0.12538,-0.11826
1.0836,0.052276,0.20322,-0.0042355,0.28345,0.094865,0.047037
2.6108,0.050723,0.12831,-0.040256,0.27405,0.049127,-0.1809
-1.9196,-0.003121,-0.031563,0.0082818,-0.021624,-0.24007,0.30759
-0.83034,-0.028125,-0.49809,-0.020878,-0.07914,-0.10953,0.17419
1.5829,-0.060884,-0.37591,-0.029745,0.38076,0.004274,0.17836
0.80014,0.027929,0.033266,-0.00095681,0.29418,0.15546,0.095371
-0.96092,0.035487,0.055767,0.012509,-0.19985,-0.098821,0.47255
0.24798,0.026467,-0.081566,-0.012274,0.2617,0.25469,-0.15501
-0.24442,-0.0050588,-0.023296,0.017756,-0.25545,0.036301,-0.1213
0.20679,-0.0088758,-0.25919,-0.030101,0.2388,0.12944,-0.55129
2.8188,0.089331,0.37897,0.0073057,0.35506,0.08787,-0.65253
0.20976,0.079944,0.31936,-0.0054367,0.054117,0.099733,-0.022534
-1.9007,-0.094781,-0.38999,-0.054068,0.21259,0.062163,-0.2153
1.2099,0.013438,-0.73347,-0.049735,0.12108,0.046436,-0.056705
1.1407,0.03575,0.12207,-0.010946,0.11748,0.38657,-0.84544
1.1807,0.054369,0.36013,0.049094,-0.43397,-0.13427,-0.18729
1.4987,0.069416,0.33082,0.0064796,-0.091824,0.21517,-0.31548
0.18121,-0.017573,-0.19307,-0.031208,0.37359,0.12435,0.65778
-0.58995,-0.013301,0.15259,0.019708,0.22333,0.027009,0.0013173
-1.3488,0.067514,0.17317,0.028799,-0.22447,0.00065378,-0.68637
-1.3459,-0.012951,0.34852,0.029179,-0.33002,-0.28254,0.033446
0.99792,0.022611,0.28562,0.051868,-0.51501,-0.31437,0.35345
0.48195,-0.070484,-0.67367,-0.052389,0.33055,-0.0073088,0.024527
-0.29029,-0.017512,0.45722,0.028721,-0.0025781,-0.12429,-0.3016
1.1659,-0.0058602,0.029829,0.031272,-0.094319,-0.09083,0.085816
-0.064106,0.010018,0.3358,0.011217,-0.23516,-0.18099,0.74321
-0.40876,0.054262,0.37136,0.054696,-0.24639,-0.073401,-0.18092
-1.6579,-0.03043,-0.14658,0.003251,-0.31308,-0.15198,0.24442
0.014571,0.015736,0.35609,0.030712,-0.32029,-0.19965,0.42667
-0.60911,-0.067382,-0.16547,0.0026938,-0.13704,-0.093622,-0.025789
-2.0873,-0.050456,-0.31088,-0.036371,-0.18769,-0.017139,0.19216
0.094155,0.016135,0.26443,0.00069256,-0.18864,-0.28264,0.77824
-0.32534,0.0060471,0.21473,-0.001602,0.20029,0.082124,-0.26933
-0.99286,-0.032475,0.030933,0.0017116,-0.28898,-0.13068,0.6751
-0.28914,0.014096,0.084461,-0.030515,0.053226,0.13463,-0.083143
0.84326,-0.046936,-0.057549,-0.0013415,0.14316,0.023559,-0.51301
0.27741,0.035485,0.073962,-0.026209,0.36537,0.12283,-0.67799
-1.1006,-0.097893,-0.78702,-0.039999,0.07233,-0.082823,0.63725
-0.59557,0.0783,0.24344,0.01323,0.057885,-0.06338,0.12014
-0.17696,-0.039094,0.31103,0.0069569,0.030666,0.084015,-0.061504
-2.0093,-0.00052682,-0.44989,-0.025624,0.093233,-0.021025,-0.2228
-0.44544,-0.050639,-0.232,-0.013975,-0.3289,-0.0053911,-0.12995
-1.1071,0.041767,0.49088,0.026821,-0.31031,-0.39687,0.88632
-0.91708,-0.011995,-0.0088058,-0.0037394,0.098871,0.079681,-0.26447
-1.253,0.015705,0.037551,-0.025355,0.12527,-0.01309,-0.21672
1.8574,-0.050088,0.091326,0.011945,0.1039,0.026163,-0.4611
-1.0644,-0.036469,-0.27169,-0.011835,-0.037925,0.056655,-0.8377
0.23269,0.029056,0.59458,0.015473,0.047611,0.077576,-0.0767
-0.1846,0.032956,-0.093602,-0.031685,-0.10712,-0.01279,0.82455
1.2493,0.030241,-0.021879,-0.031884,0.31018,0.14244,0.31682
1.296,0.057157,-0.06689,0.0022196,-0.17957,-0.043935,-0.39696
-1.0619,-0.014125,-0.59942,0.00032793,-0.18888,-0.096284,0.38637
1.4325,0.009127,-0.35873,-0.032295,0.10408,0.21447,-0.76241
0.59037,-0.0022069,0.32294,0.0051013,0.17437,-0.033628,0.18151
-1.7287,-0.030288,-0.31656,-0.0014394,-0.17685,-0.13265,0.11444
-0.0015918,0.056603,-0.0082008,0.017193,-0.1622,-0.098386,0.91497
1.4779,-0.050624,-0.65365,-0.032638,0.44846,0.11957,-0.19771
0.3127,-0.012749,-0.023596,-0.026586,0.11629,-0.058734,0.47721
-0.29364,-0.005085,0.40963,0.0062808,0.14003,-0.01791,-0.16287
-1.095,0.002391,-0.16137,-0.034761,-0.096825,-0.1156,-0.25283
1.0395,0.010499,0.10396,0.020649,-0.36603,-0.11432,0.17541
-1.7712,-0.023952,-0.10926,0.00068268,0.087515,-0.11579,-0.16601
-0.34628,0.035726,0.10232,0.013785,-0.28684,-0.13018,0.058913
-0.48632,0.024548,0.034028,0.01991,0.046977,-0.10078,0.42584
-1.074,-0.023075,0.098408,0.0060782,-0.12481,-0.2054,0.87484
-2.253,-0.10707,-0.63807,-0.017315,0.17725,0.25317,-0.87445
0.062915,-0.0061496,-0.26927,-0.036699,0.1186,0.059566,0.13818
-0.60908,0.036019,0.57355,0.024108,-0.15493,-0.27676,0.46184
0.45591,0.0072195,0.13339,0.025482,-0.18775,-0.027537,0.30512
-0.69652,0.06132,-0.11901,-0.015098,0.19479,0.06501,0.010645
0.81425,-0.019533,-0.6067,-0.021038,0.37382,0.094959,-0.60927
1.5665,-0.014881,0.094105,-0.010686,-0.050929,0.083143,-0.3156
-0.60053,0.0099099,0.17048,0.02542,0.046857,-0.035068,0.021733
-0.65404,0.0091632,0.472,0.021439,-0.1732,-0.024752,-0.16567
1.4314,0.035833,-0.43022,-0.053295,0.57584,0.16953,-0.81422
-0.7539,0.023308,0.35502,0.018386,-0.47909,-0.10395,-0.71145
-1.4609,0.0060956,0.10515,0.012318,-0.22817,-0.13936,0.39068
0.406,-0.026876,0.14634,0.017393,-0.14142,0.23119,-0.82322
-0.26261,0.044808,0.54849,0.013002,-0.29225,0.12441,-0.55529
0.65421,0.0047033,0.33223,0.018096,-0.16911,-0.093292,0.47922
-1.2968,-0.0060184,0.10208,0.015897,-0.31732,-0.29605,1.3361
-0.32624,0.04564,0.57902,0.014833,-0.22339,-0.15515,0.31315
-1.2453,0.053972,0.087866,-0.0038238,-0.067646,0.066599,-0.66661
0.37278,-0.077871,-0.0083478,0.015913,-0.22504,-0.17421,0.0060362
-1.7971,-0.086408,-0.56561,-0.026767,-0.21704,-0.16818,1.0176
0.41162,-0.0094729,-0.076523,-0.002648,0.43793,0.078584,-0.55845
0.12902,-0.069146,-0.43498,-0.020959,0.27877,0.23597,-0.01632
-0.1817,-0.043504,0.010258,-0.0037389,-0.17604,-0.029779,0.28216
-1.3463,0.064501,0.33729,0.028463,-0.31601,-0.28225,0.6391
1.9793,-0.031315,-0.55778,-0.027055,0.60729,0.38848,-1.0239
-0.16641,0.0068826,-0.053945,-0.0085087,-0.20434,0.038538,-0.097886
0.088536,0.02941,0.090924,-0.028024,0.035295,-0.083386,-0.047989
0.44778,0.031758,-0.10141,-0.0032459,-0.28721,-0.11937,-0.1096
-0.43982,-0.019019,-0.27312,-0.029576,0.016803,-0.075555,-0.25882
0.95994,0.019533,0.019844,0.004106,-0.14226,-0.15681,0.34419
1.5814,-0.023842,-0.048763,-0.0016128,0.010684,-0.03311,0.17855
-0.89618,0.048925,0.18269,-0.010072,-0.012142,-0.0094008,-0.22597
-0.16191,-0.020489,-0.684,-0.047049,0.53027,0.19994,-0.40376
1.6133,0.011769,0.4034,0.048346,-0.42086,0.017686,-0.050192
0.2122,-0.035247,-0.06067,0.013261,-0.0319,0.0048418,0.44177
-0.18823,-0.052547,-0.39432,-0.036293,0.49523,-0.017666,-0.095526
0.15265,0.077554,0.53141,-0.002629,-0.0049974,0.12714,-0.32373
-1.9378,0.0068975,0.059027,0.033789,-0.43893,-0.30778,0.49965
0.68744,-0.050036,-0.29011,-0.010162,0.05537,-0.31367,0.92202
0.10114,-0.042471,-0.27073,-0.020473,0.1458,0.050453,0.2824
0.72566,-0.084572,-0.18855,-0.027158,-0.17669,-0.029887,0.095116
-1.9072,0.027432,0.32741,0.05793,-0.49863,-0.41371,0.55346
-1.1914,-0.12441,-0.7534,-0.026045,0.16595,-0.052147,0.56968
1.1601,0.041673,0.084281,0.028708,-0.092851,-0.12901,1.5693
1.5863,0.065848,0.34979,0.0067121,-0.11225,0.036089,0.5172
1.4494,0.037195,-0.12627,0.0057146,0.0046755,0.0089319,-0.39316
1.2515,0.027756,-0.099878,0.0055621,-0.2071,-0.06379,0.20729
-0.64908,0.062672,0.18937,0.031462,-0.1443,0.14693,-0.58182
2.328,-0.0079448,0.31139,-0.00081927,0.19351,-0.0065605,0.039122
-0.68619,0.014735,0.30877,0.027431,-0.14692,-0.14662,0.53483
-0.5052,-0.043955,0.17749,0.010456,-0.17104,0.066146,0.16414
1.5924,0.00055715,0.19289,0.023356,-0.065808,-0.0034759,0.059836
-0.11985,0.076828,0.1431,-0.0081959,0.1074,0.057,-0.28596
-0.32827,0.017502,0.21508,0.034623,-0.11538,-0.12363,0.48032
-0.24554,0.035576,-0.069678,0.012068,0.062936,0.048691,-0.41213
-0.99691,-0.04079,-0.29637,-0.019634,0.04665,-0.00064486,0.17533
-0.70036,-0.023519,0.17999,0.024063,-0.12305,-0.14632,0.6039
1.7055,-0.005314,0.24446,-0.011079,0.18139,0.097858,-0.31811
1.9146,0.062357,0.39441,0.029029,-0.26943,0.027662,-0.24819
-0.55623,0.027687,0.62119,0.027492,-0.30524,-0.19407,0.64346
-0.12662,0.0035183,-0.34305,0.010994,0.074504,-0.087225,0.35314
1.6308,0.022854,0.051813,0.010904,-0.039339,-7.46E-05,-0.29961
-1.9884,-0.028791,0.099437,-0.019578,-0.17857,0.11372,-1.0537
2.6057,0.057317,0.53866,0.0092276,-0.00011434,0.033111,-0.050266
-0.83052,0.066143,0.16016,0.025038,0.033864,-0.078859,0.083264
-0.80179,-0.094846,-0.56217,-0.071953,0.19371,0.14117,-0.62643
1.1083,-0.0033746,-0.30197,0.0055052,0.09176,-0.1682,0.57644
-0.97398,0.00088517,0.12201,0.010311,-0.35084,-0.18566,0.64901
-0.82085,-0.021099,0.012035,-0.022165,0.35301,0.023957,0.092
0.031916,0.029984,0.41878,0.024928,-0.070586,-0.10382,0.75029
-0.6718,0.050056,0.46909,-0.023722,0.18862,-0.055371,-0.593
-0.97778,-0.047464,0.12007,-0.011284,0.044179,-0.16307,0.96031
1.625,0.085567,0.11858,0.017726,-0.07501,0.03709,-0.30854
-0.79965,0.04537,-0.053658,-0.0021663,0.4567,0.17112,-0.066076
-2.3004,-0.047136,-0.20538,-0.026171,0.085735,-0.0075658,-0.31987
1.2912,0.048144,0.36303,-0.0056902,0.2531,0.044014,0.1516
0.60433,0.018793,-0.03583,0.0058987,0.13684,0.20441,0.21533
0.36062,0.048874,0.2934,0.02178,-0.057638,0.048111,0.51212
0.033909,0.064859,0.074817,0.027114,-0.21079,-0.17024,0.38293
0.37591,0.033601,0.37328,-0.0094046,0.21082,0.088785,0.16632
1.734,0.030898,0.28343,0.0024717,-0.15322,-0.079096,0.56126
-1.1231,-0.0047006,0.069334,0.0073225,-0.37111,-0.33257,0.7069
1.149,-0.021467,-0.18705,-0.019185,0.18302,-0.020294,0.089812
2.3534,-0.01748,-0.11914,-0.052676,0.58267,0.12691,-0.019672
1.2598,0.04859,-0.19318,0.0013389,-0.31228,-0.015313,-0.19414
0.070137,-0.0062438,0.25576,0.0079866,0.13086,0.21085,-0.38134
-0.96162,-0.0078015,0.17536,0.0096808,-0.17483,-0.16957,0.089993
1.9717,0.015117,0.10474,-0.0042981,-0.19889,0.060665,0.22369
-0.90273,-0.061169,0.064342,0.0024581,0.029391,-0.1275,-0.49227
1.1846,0.13434,0.45653,0.039345,-0.11289,0.023848,-0.037631
0.45144,-0.030625,0.58454,0.042107,-0.10898,0.055442,0.31254
0.19175,0.036341,0.26231,0.020736,-0.22497,0.066912,-0.20569
-1.0036,0.045757,0.25481,0.030401,-0.24734,-0.004674,-0.48021
-2.1557,-0.036847,-0.24899,-0.0023754,0.0656,0.14454,-1.0296
1.7138,-0.0087175,-0.078292,-0.030202,0.40228,0.24406,0.01056
-0.42967,-0.0033878,-0.069489,0.012107,-0.040559,0.075224,-0.094107
-0.96343,-0.024695,0.053003,-0.031077,0.04165,0.024264,-1.111
1.0487,0.00179,0.19795,0.030696,-0.068286,-0.33541,0.6104
0.3336,0.03389,0.26473,0.010568,-0.015602,-0.025308,-0.23792
-1.2008,0.0185,0.43213,0.017506,0.07597,-0.13879,-0.59529
1.5818,-0.015435,-0.096217,-0.020225,0.0089772,0.081866,-0.094583
2.1857,-0.0074204,0.048761,0.023474,-0.047565,0.081787,0.24318
1.1373,0.034033,0.26162,0.022086,-0.034892,-0.054113,-0.54707
-0.80019,-0.046942,-0.19729,-0.0109,0.19127,-0.15358,0.74385
-0.39347,0.047393,0.42661,0.0094198,-0.14184,-0.05343,-0.19995
1.0915,0.012953,-0.19862,-0.0064764,0.17663,0.10922,-0.79395
-1.6258,-0.056611,-0.056661,0.031542,-0.33631,-0.26161,0.57744
0.87652,0.04752,0.31635,0.054975,-0.42533,-0.27279,0.029961
0.55232,-0.0092011,0.11918,0.036366,-0.45883,-0.24158,0.32546
1.3662,-0.087521,-0.2658,-0.049878,0.68159,0.37698,-1.6288
-0.24034,0.0043459,-0.36216,-0.011898,0.44559,0.15071,0.22747
0.71019,0.027397,0.02147,0.00046365,0.17564,0.088188,-0.14078
-0.37818,0.062571,0.48475,0.013557,-0.19959,-0.12908,0.058582
2.5099,0.04566,0.17599,0.0087679,0.14128,0.19384,-0.60661
0.28575,-0.0083895,-0.1648,-0.04265,0.5052,0.32504,-0.43189
-0.19786,0.056461,-0.1139,-0.032392,-0.07992,0.038871,0.50684
0.52111,-0.0017275,0.34376,0.0050197,-0.10047,-0.068497,0.41031
-0.57198,-0.026638,-0.2077,-0.0098653,-0.040406,0.21812,-0.22968
1.1929,0.045121,0.20838,0.05929,-0.31331,-0.13111,0.040392
-1.0311,0.034609,0.50493,0.049456,-0.57841,-0.28126,0.55256
-1.2555,0.032221,-0.026871,-0.0067379,0.035093,0.028621,-0.54218
-0.80602,-0.0084343,-0.20768,-0.010792,0.11204,0.06438,0.22058
0.61194,-0.07097,-0.46999,-0.0035662,0.32328,0.0096155,0.7334
0.37388,0.11141,-0.043605,-0.0039156,0.08145,0.039384,0.60268
0.18432,-0.0099713,-0.22295,-0.0042111,0.092186,-0.10736,0.59746
-1.4754,-0.048313,-0.28721,-0.012373,-0.26967,-0.17978,0.57874
1.3851,0.021457,0.27726,0.0069779,0.098998,-0.1565,-0.058399
-1.5019,0.024842,0.12349,0.037322,-0.3108,-0.23752,-0.11253
0.052128,0.054962,0.14379,0.0094793,0.022024,-0.15881,0.42239
0.004028,-0.0086254,0.083418,-0.02377,0.16362,0.22689,-0.52817
-1.1532,0.019669,-0.49147,0.014381,0.080643,-0.0093968,-0.6071
-1.8369,-0.047832,-0.10982,0.019413,-0.11568,-0.041406,-0.50405
-0.59787,-0.0063991,-0.052482,-0.011291,-0.28594,-0.15,-0.0059801
2.4946,0.040199,-0.061873,0.011334,0.25042,0.061655,0.12101
1.2302,-0.03508,-0.27699,-0.0010162,-0.066549,0.011817,0.11639
0.71491,0.046155,-0.015544,-0.0077905,0.16803,0.006572,-0.060707
1.9757,-0.076495,-0.42659,-0.050833,0.23863,0.2294,0.29808
-1.0738,-0.011142,-0.15959,0.003434,-0.11726,-0.11119,0.23516
-2.0563,-0.026401,-0.33552,0.0093072,-0.31852,-0.13996,0.75466
-2.3387,0.05892,-0.28079,-0.0094883,-0.27745,-0.071171,-0.14074
-0.66235,-0.014119,-0.2611,-0.019857,0.2249,0.11837,0.2415
-1.3973,-0.015364,-0.052105,-0.026429,-0.21619,-0.12968,-0.065649
-0.84197,-0.0050872,-0.088225,-0.0086088,0.29958,0.079386,0.37848
-1.0333,0.001997,-0.43464,-0.025822,-0.097879,-0.018569,-0.20166
-0.69836,-0.0011865,0.030293,0.032918,-0.48195,-0.25609,0.47151
1.5787,0.056664,0.49084,-0.0051154,0.19982,0.049357,0.033018
-0.77366,0.019173,-0.03753,-0.014325,0.17112,-0.012913,-0.34829
0.98113,0.063391,0.29858,0.016397,-0.10334,-0.046819,0.92253
1.5276,-0.060146,-0.11389,-0.021475,-0.052801,0.033294,0.70202
0.33768,0.012616,0.047312,-0.022626,0.67897,0.37891,-1.1365
-0.9951,-0.041656,0.082861,-0.0084708,0.2401,-0.060766,0.24816
-2.3616,-0.14235,-0.7702,-0.083109,0.31174,0.22397,-0.31923
1.491,0.069649,0.28564,0.035115,-0.12069,0.0088509,0.53429
-0.93083,-0.06291,-0.55321,-0.00659,-0.21196,-0.063997,0.3899
-1.6626,-0.0038809,-0.041416,-0.0007251,-0.2531,-0.20573,0.47038
2.5409,-0.018502,0.1816,0.0027312,0.21428,0.16816,-0.10666
-1.6237,-0.032292,0.023773,0.0077304,-0.33211,-0.23285,0.38484
-2.0619,0.0051202,-0.11946,-0.010981,-0.036101,0.11156,-0.93541
0.42579,0.027154,-0.14643,-0.034462,0.40257,0.19308,-0.723
-1.2224,0.043038,0.016451,0.0017787,-0.39745,-0.011231,0.17365
-1.3229,-0.0055433,-0.35463,-0.025296,-0.11686,-0.042965,-0.20315
-1.967,0.065515,-0.59764,-0.026357,0.23581,-0.10593,-0.021187
-0.74625,0.029481,0.34091,0.034975,-0.59855,-0.46705,0.93266
0.89272,-0.027826,-0.043416,-0.049996,-0.19596,-0.13489,0.66349
-0.45079,0.067484,0.076294,-0.0029837,0.051107,0.10269,-0.25034
-0.60412,0.0010707,0.32683,-0.018525,0.033498,-0.015506,0.064339
-1.2928,-0.044777,-0.19629,0.022441,-0.062879,-0.093517,-0.3557
-1.4522,-0.023709,-0.13574,-0.0084397,0.11108,0.015973,-0.3749
0.92755,0.0030786,0.12156,0.00017968,-0.21734,-0.10331,-0.37725
-0.21678,-0.020132,-0.259,-0.044183,-0.1556,0.06504,0.0019096
-1.1026,-0.042443,-0.26311,-0.088371,0.61122,0.22999,-0.92455
1.3426,0.11664,0.37973,0.037679,0.13671,-0.018691,0.062587
1.431,0.0051566,-0.17912,-0.019524,0.33001,0.18872,-1.0551
-0.94815,-0.077964,-0.44705,-0.00066032,0.11599,-0.26885,0.78685
0.81631,0.034936,0.34777,0.023182,0.022167,-0.074684,0.093792
-1.5932,-0.0070867,-0.001121,0.011454,-0.15059,-0.076768,-0.56636
-0.31773,-0.00060565,-0.47543,-0.025526,0.2805,0.088838,-0.52505
2.4407,0.019594,0.088143,0.018595,-0.023014,0.096975,-0.029444
1.2918,0.088662,0.41094,0.021241,-0.48825,-0.21413,0.32095
-0.62413,-0.015272,0.026814,0.0030178,0.045696,0.079371,0.22457
-0.78448,0.027412,0.91983,0.07202,-0.6524,-0.55467,0.50764
-0.29277,-0.063681,-0.1287,0.014787,-0.25221,0.044538,0.02392
2.2219,-0.038384,0.021589,-0.0028008,0.5143,0.25216,-0.83295
1.1737,-0.04545,-0.69625,-0.040633,0.23743,0.1732,-0.56912
-0.39281,-0.013374,0.33449,0.02532,-0.36377,-0.21293,0.70391
1.987,0.039857,-0.14292,-0.011838,0.21667,0.060982,-0.014511
0.25828,0.016575,0.07204,-0.012873,0.027291,0.042436,-0.48351
0.51616,-0.048023,-0.58956,-0.058518,0.60308,0.36172,-1.0083
-0.25757,-0.039546,-0.32101,-0.028193,-0.086155,-0.064191,-0.32096
-1.2148,0.03484,-0.37487,-0.025604,-0.01234,-0.011085,-0.71707
-0.2179,-0.051651,-0.39816,0.0061437,0.12562,0.094653,-0.14123
-1.5147,0.072537,0.44716,0.023995,-0.69659,-0.32019,0.29467
0.85718,-0.034158,-0.3068,-0.020302,0.15595,-0.060599,-0.20961
0.26732,0.068191,0.12844,-0.027447,0.18188,0.22043,-0.19361
0.84999,0.01674,0.18018,0.0089454,-0.14536,-0.31345,0.42937
-0.82357,-0.044533,-0.13441,-0.010746,0.23034,-0.10593,0.25456
-2.1995,0.015381,0.35401,0.021518,-0.19605,-0.20984,-0.24363
-0.91056,0.0088056,0.030598,-0.020731,0.39428,0.16446,-0.79803
0.30662,-0.033495,-0.066252,-0.021168,0.14055,0.15324,-0.46049
-1.3081,-0.0085408,-0.038556,-0.013324,0.2591,0.14262,-0.86943
1.5488,-0.037061,-0.591,-0.025832,0.42376,0.13542,-0.29232
-1.0001,-0.12243,-0.56762,-0.04056,0.32092,0.19642,-0.032499
0.20117,0.024564,-0.44364,-0.028983,0.019529,0.30394,-0.98521
3.5551,0.0086998,0.44303,-0.0038129,0.015163,0.062672,0.57727
0.20411,0.017061,-0.18378,-0.021041,0.17349,0.1265,-0.39446
-0.44248,-0.029957,0.11757,0.018264,-0.09147,0.050394,0.090816
2.2786,-0.0090013,0.19823,0.014271,0.11592,0.18671,-0.64204
1.3997,0.094445,0.43255,0.033843,0.1082,-0.091982,0.46998
-1.041,-0.060117,0.1244,0.038204,-0.34847,-0.28521,0.58123
0.18634,0.013956,-0.027391,-0.0050456,-0.17004,0.11303,-0.36942
-0.99579,0.013564,0.37372,0.021376,-0.37888,-0.2262,0.21342
-0.83977,-0.052651,-0.16815,0.014839,-0.053137,-0.074013,0.12061
1.5697,-0.057027,0.11862,0.004592,-0.098851,0.1158,-0.49974
0.46401,0.015669,0.0026056,0.0012604,0.059168,0.12223,-0.26764
0.59825,0.070127,-0.16569,-0.033692,0.28482,0.14839,0.28962
-0.42,0.060304,0.71139,0.062873,-0.42242,-0.31341,0.65861
2.304,0.022631,-0.056405,-0.021877,0.53862,0.26263,-0.94426
-1.4218,0.0042169,0.014213,0.035419,-0.47789,-0.27143,0.47481
2.1259,0.0064615,0.27199,-0.02738,0.29029,0.19989,-0.42979
-0.17877,-0.067324,-0.64488,-0.041526,0.46826,0.32542,-0.66682
0.62318,0.025856,0.16098,0.0080369,-0.11662,0.1025,-0.44865
1.4881,-0.052102,-0.093027,0.01294,-0.29234,0.052515,0.24668
-0.58053,-0.041042,-0.34885,-0.034773,0.42046,0.17132,-0.46427
0.2403,-0.061028,-0.06341,-0.0042516,0.040548,0.0088669,0.41207
0.41319,0.016374,-0.25174,-0.034489,0.17576,0.19631,-0.64573
1.6268,0.023001,-0.060006,0.017933,-0.24837,0.010321,-0.082441
0.3091,-0.014092,-0.12407,-0.04602,-0.045236,0.10131,0.22586
2.2831,0.055627,0.40943,0.018917,0.004499,0.061348,-0.32844
-1.5304,-0.00087246,0.18878,0.0086129,-0.2575,-0.059538,-0.78308
-0.63156,-0.011596,-0.031196,0.012926,0.18216,-0.040358,0.11756
2.2606,0.045951,0.60336,0.037602,-0.15093,-0.0053532,-0.02567
-0.22757,-0.0067524,-0.29308,-0.0067774,0.0099076,0.17378,-0.66586
-0.97811,0.015644,0.12913,-0.0098793,0.24434,0.22707,0.01677
-0.015552,-0.055029,-0.1001,-0.007397,0.0377,-0.1477,0.90811
-1.6368,-0.048204,0.21784,0.029584,-0.17013,-0.017376,-0.36719
0.60632,-0.032155,-0.30381,0.0032563,0.14918,-0.041741,0.78114
0.1706,-0.056239,-0.06233,7.59E-05,-0.098488,-0.16384,0.94838
-0.57962,0.06257,0.64419,0.037184,-0.49096,-0.070232,-0.069757
2.069,0.00661,0.0031494,-0.0029771,-0.041824,0.1384,-0.064897
-0.89596,-0.089269,-0.72768,-0.052039,0.489,0.21501,-0.38343
2.4344,0.084166,-0.013609,-0.035806,0.25472,0.25964,-0.60542
2.4267,0.0096144,0.1882,0.0065259,0.091728,0.045875,0.41428
-2.0379,-0.0057632,-0.047022,-0.039362,0.23178,-0.0040916,-0.83334
0.66503,0.066808,0.39278,-0.0016116,0.059767,0.017349,0.38171
-0.64325,0.055364,-0.021774,0.032407,-0.17146,-0.067989,0.15902
0.77805,0.03943,-0.30783,-0.028401,0.14276,0.035843,-0.67891
-1.2462,-0.012668,-0.13235,0.01713,-0.37445,-0.065437,0.4576
-1.1496,-0.017011,-0.13081,-0.0006736,0.1054,0.11742,-0.3547
0.22728,0.078632,0.34695,-0.0027942,0.014594,0.033681,-0.15294
1.0571,0.082276,1.1115,0.041748,-0.49629,0.0046992,-0.045439
-0.27654,0.046625,0.57781,0.017182,-0.021829,-0.012379,0.046419
0.694,-0.029326,-0.32974,-0.026794,0.30649,0.25844,-0.52171
-1.1891,-0.014523,-0.24431,-0.015333,-0.089521,-0.10727,0.60488
-1.117,-0.016944,-0.11189,0.031207,-0.41698,-0.0094006,-0.3941
-0.31815,-0.0066974,0.23845,0.040505,-0.24109,0.0125,0.25066
-0.96431,-0.019169,-0.32415,-0.020766,0.059078,-0.1631,0.88018
-1.0207,-0.082864,-0.25494,-0.017226,0.22972,0.093478,-0.59145
0.89698,-0.017502,-0.18769,-0.0056324,0.16992,-0.097458,-0.39268
-1.0138,0.013956,0.58537,0.018968,-0.14833,-0.18238,-0.17356
1.4489,-0.022761,0.049326,-0.019448,-0.28238,-0.078461,0.35807
2.5695,0.097877,0.73342,0.050706,-0.36487,-0.26753,1.0711
-1.2051,-0.027959,-0.49539,-0.048238,0.22537,0.16112,-0.090739
-1.3054,-0.015307,-0.048018,0.017606,-0.16734,0.059471,-0.44138
0.68182,0.046694,0.29058,0.038136,-0.65254,-0.49532,1.2113
1.4642,-0.0096194,-0.27426,-0.009874,-0.13936,0.21128,-0.7777
0.015932,0.068767,0.44475,0.076944,-0.35953,-0.13647,0.031836
0.41772,0.032254,0.27336,0.0016524,0.048972,-0.0054626,0.81442
-0.67746,-0.018441,-0.29118,-0.020919,-0.051245,-0.052302,-0.21964
1.1328,-0.0085643,0.33139,0.010419,-0.4244,-0.21151,0.5413
0.22006,-0.029906,-0.11598,0.0056093,0.1139,0.077047,-0.43031
1.0382,0.097177,0.69793,0.019774,-0.051706,-0.042068,0.2156
-0.54814,-0.0078509,-0.042286,-0.040099,0.48472,0.27365,-0.91856
-0.41438,0.01827,0.44556,0.05256,-0.22739,-0.090623,-0.016665
-1.1565,-0.0036027,0.034988,-0.034039,0.053766,-0.023399,-0.14267
-0.74305,0.068305,0.68143,0.020895,-0.11571,0.061839,-0.44939
-0.71879,0.072038,0.41796,0.044765,-0.41863,-0.013289,-0.273
-1.5345,-0.025439,-0.19456,0.01487,-0.40629,-0.29227,0.85823
-0.69519,-0.044795,0.44183,0.030594,-0.40461,-0.023268,-0.010219
0.35092,-0.00073805,0.4008,0.036114,-0.042677,-0.148,0.26367
-0.95377,-0.027964,-0.35906,0.0023249,0.090125,-0.071893,-0.35871
2.4202,0.040581,0.21017,0.02155,-0.12808,-0.049708,0.61678
-0.11336,0.049731,0.7126,0.026125,-0.28613,-0.13693,-0.54076
-0.49801,-0.0065168,0.091734,0.0070871,0.036496,0.035148,-0.10416
1.2723,-0.00014549,0.18044,-0.022128,0.31205,0.16334,0.10724
2.2669,-0.01432,0.12904,-0.011248,0.17736,0.18807,-0.57582
-0.75408,0.065923,0.30291,0.063825,-0.30663,-0.14436,0.49782
-1.2253,-0.038988,0.12354,0.0057589,-0.25611,-0.21729,0.85301
-1.8063,-0.030064,-0.19278,-0.019005,0.0059936,-0.16732,0.13192
-1.5853,-0.069015,-0.34676,-0.0028676,0.20362,0.020298,-0.03213
